title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,multi-support
Rampart,Bitmasters,Jaleco,Jaleco,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Rampart_Cover.jpg/220px-Rampart_Cover.jpg,https://en.wikipedia.org/wiki/Rampart_(video_game),Strategy/Puzzle,True
Remote Control,Riedel Software Productions,Hi Tech Expressions,Unreleased,1990,Unreleased,https://www.mobygames.com/images/covers/l/44870-remote-control-apple-ii-front-cover.jpg,https://www.mobygames.com/game/remote-control,Strategy,False
The Ren & Stimpy Show: Buckeroo$!,Imagineering,THQ,Unreleased,1993,Unreleased,https://www.mobygames.com/images/covers/l/202030-the-ren-stimpy-show-buckeroos-nes-front-cover.jpg,https://www.mobygames.com/game/ren-stimpy-show-buckeroo,Action,False
Renegade,Technōs Japan,Taito,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Renegade_game_flyer.png/220px-Renegade_game_flyer.png,https://en.wikipedia.org/wiki/Renegade_(video_game),Beat 'em up,True
Rescue: The Embassy Mission,Kemco,Kemco*Seika,Kemco,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Hostages_box.jpg/220px-Hostages_box.jpg,https://en.wikipedia.org/wiki/Rescue:_The_Embassy_Mission,Tactical shooter,False
Ring King,"Jastec, Neue Design",Data East,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Ring_king_arcadeflyer.png/250px-Ring_king_arcadeflyer.png,https://en.wikipedia.org/wiki/Ring_King,Sports ,True
River City Ransom (NA)Street Gangs (EU),Technōs Japan,Technōs Japan,Infogrames,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/River_City_Ransom-front.jpg/220px-River_City_Ransom-front.jpg,https://en.wikipedia.org/wiki/River_City_Ransom,"Beat 'em up, action role-playing",True
Road Fighter,Konami,Unreleased,Palcom Software,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/RoadFighter_arcadeflyer.png/220px-RoadFighter_arcadeflyer.png,https://en.wikipedia.org/wiki/Road_Fighter,Racing,True
RoadBlasters,Beam Software,Mindscape,Mindscape,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/RoadBlasters.jpg/220px-RoadBlasters.jpg,https://en.wikipedia.org/wiki/RoadBlasters,Vehicular combat,False
Robin Hood: Prince of Thieves,Sculptured Software,Virgin Interactive,Mindscape,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Robin_Hood_-_Prince_of_Thieves_Coverart.png/220px-Robin_Hood_-_Prince_of_Thieves_Coverart.png,https://en.wikipedia.org/wiki/Robin_Hood:_Prince_of_Thieves_(video_game),Historic action adventure,True
RoboCop,"Data East, Sakata SAS",Data East,Ocean Software,1989,1991,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/RoboCop_arcade_flyer.jpg/220px-RoboCop_arcade_flyer.jpg,https://en.wikipedia.org/wiki/RoboCop_(1988_video_game),"Beat 'em up, run and gun",True
RoboCop 2,Painting by Numbers,Data East,Ocean Software,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/RoboCop_2_game_cover.jpg/220px-RoboCop_2_game_cover.jpg,https://en.wikipedia.org/wiki/RoboCop_2_(video_game),PlatformShooter,False
RoboCop 3,Probe Software,Ocean Software,Ocean Software,1992,1994,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/RoboCop_3_game_cover_art.jpg/220px-RoboCop_3_game_cover_art.jpg,https://en.wikipedia.org/wiki/RoboCop_3_(video_game),PlatformShooter,False
Robowarrior,"Hudson Soft, Aicom",Jaleco,Jaleco,1988,1989,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Robowarrior_Cover.jpg/220px-Robowarrior_Cover.jpg,https://en.wikipedia.org/wiki/Robowarrior,"Action, puzzle",False
Rock 'n' Ball,KID,NTVIC,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/RocknBallBoxShotNES.jpg/220px-RocknBallBoxShotNES.jpg,https://en.wikipedia.org/wiki/Rock_%27n%27_Ball,Pinball,True
Rocket Ranger,Beam Software,Kemco*Seika,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Rocket_ranger.jpg/220px-Rocket_ranger.jpg,https://en.wikipedia.org/wiki/Rocket_Ranger,Action-adventure,False
The Rocketeer,Ironwind Software,Bandai,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/The_Rocketeer_cover.jpg/220px-The_Rocketeer_cover.jpg,https://en.wikipedia.org/wiki/The_Rocketeer_(NES_video_game),2D action platformer,False
Rockin' Kats,Atlus,Atlus,Atlus,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Rockin_Kats_cover.jpg/220px-Rockin_Kats_cover.jpg,https://en.wikipedia.org/wiki/Rockin%27_Kats,Platform,False
Rod Land,The Sales Curve,Unreleased,Storm,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/RodLand_arcadeflyer.png/220px-RodLand_arcadeflyer.png,https://en.wikipedia.org/wiki/Rod_Land,Platform,True
Roger Clemens' MVP Baseball,Sculptured Software,LJN,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Roger_Clemens%27_MVP_Baseball_cover.jpg/220px-Roger_Clemens%27_MVP_Baseball_cover.jpg,https://en.wikipedia.org/wiki/Roger_Clemens%27_MVP_Baseball,Traditional baseball simulation,True
Rollerball,HAL Laboratory,HAL America,HAL Laboratory,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Rollerball_NES_cover.jpg/220px-Rollerball_NES_cover.jpg,https://en.wikipedia.org/wiki/Rollerball_(video_game),Pinball,False
Rollerblade Racer,Radiance,Hi Tech Expressions,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Rollerblade-Racer-nes.jpg/220px-Rollerblade-Racer-nes.jpg,https://en.wikipedia.org/wiki/Rollerblade_Racer,Alternative sports ,False
RollerGames,Konami,Ultra Games,Konami,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/RollergamesArcadeFlyer.jpg/220px-RollergamesArcadeFlyer.jpg,https://en.wikipedia.org/wiki/RollerGames_(video_game),Sports,True
Romance of the Three Kingdoms (video game),Koei,Koei,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Romance_of_the_Three_Kingdoms_cover.jpg/220px-Romance_of_the_Three_Kingdoms_cover.jpg,https://en.wikipedia.org/wiki/Romance_of_the_Three_Kingdoms_(video_game),Strategy,True
Romance of the Three Kingdoms II,Koei,Koei,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Romance_of_the_Three_Kingdoms_II.jpg/220px-Romance_of_the_Three_Kingdoms_II.jpg,https://en.wikipedia.org/wiki/Romance_of_the_Three_Kingdoms_II,Turn-based strategy,True
Roundball: 2 on 2 Challenge,Park Place Productions,Mindscape,Mindscape,1992,1992,https://upload.wikimedia.org/wikipedia/en/3/3d/RoundballNABoxShotNES.jpg,https://en.wikipedia.org/wiki/Roundball:_2_on_2_Challenge,Traditional sports ,False
Rush'n Attack,Konami,Konami,Konami,1987,1988,https://upload.wikimedia.org/wikipedia/en/e/e4/Rush%27n_Attack_artwork.PNG,https://en.wikipedia.org/wiki/Rush%27n_Attack,Run-and-gun,True
Rygar,Tecmo,Tecmo,Tecmo,1987,1990,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Rygar_arcade_game_flyer.png/220px-Rygar_arcade_game_flyer.png,https://en.wikipedia.org/wiki/Rygar,Platform Action-adventure ,True
S.C.A.T.: Special Cybernetic Attack Team (NA)Action in New York (EU),Natsume,Natsume,Infogrames,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/S.C.A.T._-_Special_Cybernetic_Attack_Team_%28game_box_art%29.jpg/220px-S.C.A.T._-_Special_Cybernetic_Attack_Team_%28game_box_art%29.jpg,https://en.wikipedia.org/wiki/S.C.A.T.:_Special_Cybernetic_Attack_Team,Shoot 'em up,True
Section Z,Capcom,Capcom,Capcom,1987,1989,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Section_Z_%28brochure%29.png/220px-Section_Z_%28brochure%29.png,https://en.wikipedia.org/wiki/Section_Z,Scrolling shooter,True
Seicross,Nichibutsu,FCI,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Seicross_arcadeflyer.png/256px-Seicross_arcadeflyer.png,https://en.wikipedia.org/wiki/Seicross,Shoot 'em up,False
Sesame Street: 1-2-3,Zippo Games,Hi Tech Expressions,Unreleased,1989,Unreleased,https://www.mobygames.com/images/covers/l/79956-sesame-street-1-2-3-nes-front-cover.jpg,https://www.mobygames.com/game/nes/sesame-street-1-2-3,Educational,False
Sesame Street: A-B-C,Zippo Games,Hi Tech Expressions,Unreleased,1989,Unreleased,,https://en.wikipedia.org/wiki/Sesame_Street:_A-B-C,,False
Sesame Street: A-B-C/1-2-3,Zippo Games,Hi Tech Expressions,Unreleased,1991,Unreleased,,https://en.wikipedia.org/wiki/Sesame_Street:_A-B-C/1-2-3,,False
Sesame Street: Big Bird's Hide & Speak,Riedel Software Productions,Hi Tech Expressions,Unreleased,1990,Unreleased,,https://en.wikipedia.org/wiki/Sesame_Street:_Big_Bird%27s_Hide_%26_Speak,,False
Sesame Street: Countdown,Riedel Software Productions,Hi Tech Expressions,Unreleased,1992,Unreleased,,https://en.wikipedia.org/wiki/Sesame_Street:_Countdown,,False
Shadow of the Ninja (NA)Blue Shadow (EU),Natsume,Natsume,Taito,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Shadow_of_the_Ninja_cover.jpg/220px-Shadow_of_the_Ninja_cover.jpg,https://en.wikipedia.org/wiki/Shadow_of_the_Ninja,Platform game,True
Shadowgate,Kemco,Kemco*Seika,Kemco,1989,1991,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Shadowgate_Coverart.png/220px-Shadowgate_Coverart.png,https://en.wikipedia.org/wiki/Shadowgate,Adventure,False
Shatterhand,Natsume,Jaleco,Jaleco,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Shatterhand_cover.jpg/220px-Shatterhand_cover.jpg,https://en.wikipedia.org/wiki/Shatterhand,"Action/Platformer, beat 'em up",False
Shingen the Ruler,Another,Hot-B,Unreleased,1990,Unreleased,,,,False
Shooting Range,TOSE,Bandai,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Shooting_Range_Cover.jpg/200px-Shooting_Range_Cover.jpg,https://en.wikipedia.org/wiki/Shooting_Range_(video_game),Shoot 'em up,False
Short Order / Eggsplode!,TOSE,Nintendo,Unreleased,1989,Unreleased,,https://en.wikipedia.org/wiki/Short_Order_/_Eggsplode!,,False
Side Pocket,Data East,Data East,Data East,1987,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Side_Pocket_NES_cover.jpg/220px-Side_Pocket_NES_cover.jpg,https://en.wikipedia.org/wiki/Side_Pocket,Sports ,True
Silent Service,Rare,Ultra Games,Konami,1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Silent_service.jpg/220px-Silent_service.jpg,https://en.wikipedia.org/wiki/Silent_Service_(video_game),Submarine simulator,False
Silkworm,Sammy Japan,American Sammy,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Silkworm_Cover.jpg/220px-Silkworm_Cover.jpg,https://en.wikipedia.org/wiki/Silkworm_(video_game),Scrolling shooter,True
Silver Surfer,Software Creations,Arcadia Systems,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Silver_Surfer_NES_box.jpg/220px-Silver_Surfer_NES_box.jpg,https://en.wikipedia.org/wiki/Silver_Surfer_(video_game),Scrolling shooter,False
The Simpsons: Bart vs. the Space Mutants,Imagineering,Acclaim Entertainment,Acclaim Entertainment,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Bart_vs._The_Space_Mutants_cover.jpg/220px-Bart_vs._The_Space_Mutants_cover.jpg,https://en.wikipedia.org/wiki/The_Simpsons:_Bart_vs._the_Space_Mutants,Platform,False
The Simpsons: Bart vs. the World,Imagineering,Acclaim Entertainment,Acclaim Entertainment,1991,1992,https://upload.wikimedia.org/wikipedia/en/b/b1/Bart_world_front.jpg,https://en.wikipedia.org/wiki/The_Simpsons:_Bart_vs._the_World,"Action, platform",False
The Simpsons: Bartman Meets Radioactive Man,Imagineering,Acclaim Entertainment,Acclaim Entertainment,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Bartman_Meets_Radioactive_Man_Cover.jpg/220px-Bartman_Meets_Radioactive_Man_Cover.jpg,https://en.wikipedia.org/wiki/The_Simpsons:_Bartman_Meets_Radioactive_Man,2D action platformer,False
Skate or Die!,Konami,Ultra Games,Palcom Software,1988,1990,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Skate_or_Die%21_cover.jpg/220px-Skate_or_Die%21_cover.jpg,https://en.wikipedia.org/wiki/Skate_or_Die!,Skateboarding,True
Skate or Die 2: The Search for Double Trouble,Electronic Arts,Electronic Arts,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Skate_or_Die_2_Cover.PNG/220px-Skate_or_Die_2_Cover.PNG,https://en.wikipedia.org/wiki/Skate_or_Die_2:_The_Search_for_Double_Trouble,Adventure/Skateboarding,False
Ski or Die,Konami,Ultra Games,Palcom Software,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Ski_or_Die_cover.jpg/220px-Ski_or_Die_cover.jpg,https://en.wikipedia.org/wiki/Ski_or_Die,"Skiing, winter sports",True
Sky Kid,Namco,Sunsoft,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Skykid_arcadeflyer.png/180px-Skykid_arcadeflyer.png,https://en.wikipedia.org/wiki/Sky_Kid,Horizontal-scrolling shooter,True
Sky Shark,Software Creations,Taito,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Flying_Shark_arcade_flyer.jpg/220px-Flying_Shark_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Sky_Shark,Scrolling shooter,True
Slalom,Rare,Nintendo,Nintendo,1987,1987,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/NES_Slalom.jpg/220px-NES_Slalom.jpg,https://en.wikipedia.org/wiki/Slalom_(video_game),Sports   Racing,False
Smash TV,Beam Software,Acclaim Entertainment,Acclaim Entertainment,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/SmashTV_flyer.jpg/220px-SmashTV_flyer.jpg,https://en.wikipedia.org/wiki/Smash_TV,Multidirectional shooter,True
The Smurfs,Bit Managers,Unreleased,Infogrames,Unreleased,1994,,https://en.wikipedia.org/wiki/List_of_The_Smurfs_video_games,,False
Snake Rattle 'n' Roll,Rare,Nintendo,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Snake_Rattle_n_Roll_gamebox.jpg/220px-Snake_Rattle_n_Roll_gamebox.jpg,https://en.wikipedia.org/wiki/Snake_Rattle_%27n%27_Roll,Platform,True
Snake's Revenge,Konami,Ultra Games,Konami,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/NES-E2-USA-REV-A.jpg/250px-NES-E2-USA-REV-A.jpg,https://en.wikipedia.org/wiki/Snake%27s_Revenge,"Action-adventure, stealth",False
Snoopy's Silly Sports Spectacular,Kemco,Kemco*Seika,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Snoopy%27s_Silly_Sports_Spectacular_Cover.jpg/220px-Snoopy%27s_Silly_Sports_Spectacular_Cover.jpg,https://en.wikipedia.org/wiki/Snoopy%27s_Silly_Sports_Spectacular,Sports,True
Snow Brothers,Soft House,Capcom,Capcom,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Snow_Bros._arcade_flyer.jpg/220px-Snow_Bros._arcade_flyer.jpg,https://en.wikipedia.org/wiki/Snow_Brothers,Platform,True
Soccer,Intelligent Systems,Nintendo,Nintendo,1985,1987,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Soccer_Cover.jpg/220px-Soccer_Cover.jpg,https://en.wikipedia.org/wiki/Soccer_(1985_video_game),Sports,True
Solar Jetman: Hunt for the Golden Warpship,Zippo Games,Tradewest,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Solarjetmancover.jpg/220px-Solarjetmancover.jpg,https://en.wikipedia.org/wiki/Solar_Jetman:_Hunt_for_the_Golden_Warpship,Shoot 'em up,False
Solomon's Key,Tecmo,Tecmo,Tecmo,1987,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Solkeybox.jpg/220px-Solkeybox.jpg,https://en.wikipedia.org/wiki/Solomon%27s_Key,Puzzle,False
Solstice: The Quest for the Staff of Demnos,Software Creations,CSG Imagesoft,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Solstice_The_Quest_for_the_Staff_of_Demnos_Cover.jpg/220px-Solstice_The_Quest_for_the_Staff_of_Demnos_Cover.jpg,https://en.wikipedia.org/wiki/Solstice:_The_Quest_for_the_Staff_of_Demnos,Puzzle,False
Space Shuttle Project,Imagineering,Absolute Entertainment,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Space_Shuttle_Project_Cover.jpg/250px-Space_Shuttle_Project_Cover.jpg,https://en.wikipedia.org/wiki/Space_Shuttle_Project,Action,False
Spelunker,"Tamtex, TOSE",Brøderbund,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Spelunker_originalcover.png/220px-Spelunker_originalcover.png,https://en.wikipedia.org/wiki/Spelunker_(video_game),Platform,False
Spider-Man: Return of the Sinister Six,Bits Studios,LJN,LJN,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Spiderman_return_of_the_sinister_six_NES.jpg/220px-Spiderman_return_of_the_sinister_six_NES.jpg,https://en.wikipedia.org/wiki/Spider-Man:_Return_of_the_Sinister_Six,Action-adventure,False
Spot: The Video Game,Virgin Mastertronic,Arcadia Systems,Unreleased,1990,Unreleased,,https://en.wikipedia.org/wiki/Spot:_The_Video_Game,Abstract strategy game,True
Spy Hunter,Sunsoft,Sunsoft,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Spy_Hunter_side_art.png/220px-Spy_Hunter_side_art.png,https://en.wikipedia.org/wiki/Spy_Hunter,Vehicular combat,False
Spy vs. Spy,Kemco,Kemco*Seika,Kemco,1988,1990,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Spy_vs_Spy_cover.jpg/220px-Spy_vs_Spy_cover.jpg,https://en.wikipedia.org/wiki/Spy_vs._Spy_(1984_video_game),,True
Sqoon,Home Data,Irem,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Sqoon_boxart.jpg/220px-Sqoon_boxart.jpg,https://en.wikipedia.org/wiki/Sqoon,Shoot 'em up,False
Stack-Up,Nintendo Research & Development 1,Nintendo,Nintendo,1985,1986,,https://en.wikipedia.org/wiki/Stack-Up,,False
Stadium Events,Human Entertainment,Bandai,Bandai,1987,1988,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Stadium_Events_cover.jpg/220px-Stadium_Events_cover.jpg,https://en.wikipedia.org/wiki/Stadium_Events,"Exergaming, sports",True
Stanley: The Search for Dr. Livingston,Sculptured Software,Electro Brain,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/c/ce/Stanleythesearchfordrlivingston.jpg,https://en.wikipedia.org/wiki/Stanley:_The_Search_for_Dr._Livingston,Adventure,False
Star Force,Hudson Soft,Tecmo,Tecmo,1987,1990,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Star_Force_arcadeflyer.png/220px-Star_Force_arcadeflyer.png,https://en.wikipedia.org/wiki/Star_Force,Vertical-scrolling shooter,True
Star Soldier,Hudson Soft,Taxan,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Star_Soldier_Cover.jpg/220px-Star_Soldier_Cover.jpg,https://en.wikipedia.org/wiki/Star_Soldier_(video_game),Shoot 'em up,False
Star Trek: 25th Anniversary,Interplay Entertainment,Ultra Games,Palcom Software,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Star_Trek_25th_Anniversary_cover.webp/220px-Star_Trek_25th_Anniversary_cover.webp.png,https://en.wikipedia.org/wiki/Star_Trek:_25th_Anniversary_(NES_video_game),Action-adventure,False
Star Trek: The Next Generation,Imagineering,Absolute Entertainment,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/1/1c/Star_Trek_TNG.jpg,https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation_(1993_video_game),Large spaceship simulation,False
Star Voyager,ASCII,Acclaim Entertainment,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/SV_NES.PNG/220px-SV_NES.PNG,https://en.wikipedia.org/wiki/Star_Voyager,Action,False
Star Wars[a],"Lucasfilm Games, Beam Software",JVC Musical Industries,JVC Musical Industries,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/JVC_Star_Wars.jpg/220px-JVC_Star_Wars.jpg,https://en.wikipedia.org/wiki/Star_Wars_(1991_video_game),2D Action Platformer,False
Star Wars: The Empire Strikes Back[a],"Lucasfilm Games, Sculptured Software",JVC Musical Industries,JVC Musical Industries,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Star_Wars_The_Empire_Strikes_Back_NES_cover.jpg/220px-Star_Wars_The_Empire_Strikes_Back_NES_cover.jpg,https://en.wikipedia.org/wiki/Star_Wars:_The_Empire_Strikes_Back_(1992_video_game),2D Action Platformer Adventure,False
Starship Hector,Hudson Soft,Hudson Soft,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Starship_Hector_Cover.jpg/220px-Starship_Hector_Cover.jpg,https://en.wikipedia.org/wiki/Starship_Hector,Scrolling shooter,False
StarTropics,"Nintendo Research & Development 3, Locomotive Corporation",Nintendo,Nintendo,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Startropics_box.jpg/220px-Startropics_box.jpg,https://en.wikipedia.org/wiki/StarTropics,Action-adventure,False
Stealth ATF,Imagineering,Activision,Nintendo,1989,1991,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Stealth_ATF2.jpg/220px-Stealth_ATF2.jpg,https://en.wikipedia.org/wiki/Stealth_ATF,First-person and third-person flight simulator,True
Stinger,Konami,Konami,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Moero_TwinBee_%28FCD_packaging%29.jpg/220px-Moero_TwinBee_%28FCD_packaging%29.jpg,https://en.wikipedia.org/wiki/Moero_TwinBee:_Cinnamon-hakase_wo_Sukue!,Shoot 'em up,True
Street Cop,Human Entertainment,Bandai,Unreleased,1989,Unreleased,,https://en.wikipedia.org/wiki/Street_Cop,,False
Street Fighter 2010: The Final Fight,Capcom,Capcom,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Street_Fighter_2010_box.jpg/220px-Street_Fighter_2010_box.jpg,https://en.wikipedia.org/wiki/Street_Fighter_2010:_The_Final_Fight,"Platform,  Run and gun",False
Strider,Capcom,Capcom,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Strider_NES_cover.jpg/220px-Strider_NES_cover.jpg,https://en.wikipedia.org/wiki/Strider_(NES_video_game),"Platform, Metroidvania",False
Super C (NA)Probotector II: Return of The Evil Forces (EU),Konami,Konami,Konami,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Super_contra.jpg/220px-Super_contra.jpg,https://en.wikipedia.org/wiki/Super_C_(video_game),Run-and-gun shooter,True
Super Cars,Magnetic Fields,Electro Brain,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/8/80/Super_Cars.png,https://en.wikipedia.org/wiki/Super_Cars,Sport,True
Super Dodge Ball,Technōs Japan,CSG Imagesoft,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Super_Dodge_Ball_%28NES_cover%29.JPG/220px-Super_Dodge_Ball_%28NES_cover%29.JPG,https://en.wikipedia.org/wiki/Super_Dodge_Ball_(NES_video_game),Sports,True
Super Glove Ball,Rare,Mattel,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/SGB_NES.PNG/220px-SGB_NES.PNG,https://en.wikipedia.org/wiki/Super_Glove_Ball,Action,False
Super Jeopardy!,Imagitec,GameTek,Unreleased,1991,Unreleased,,https://en.wikipedia.org/wiki/Super_Jeopardy!,,False
Super Mario Bros.,Nintendo Research & Development 4,Nintendo,Nintendo,1985,1987,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Super_Mario_Bros._box.png/220px-Super_Mario_Bros._box.png,https://en.wikipedia.org/wiki/Super_Mario_Bros.,Platform,True
Super Mario Bros./Duck Hunt,Nintendo,Nintendo,Nintendo,1988,1988,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Super_Mario_Bros._box.png/220px-Super_Mario_Bros._box.png,https://en.wikipedia.org/wiki/Super_Mario_Bros./Duck_Hunt,Platform,True
Super Mario Bros./Duck Hunt/World Class Track Meet,"Nintendo, Human Entertainment",Nintendo,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Super_Mario_Bros._box.png/220px-Super_Mario_Bros._box.png,https://en.wikipedia.org/wiki/Super_Mario_Bros./Duck_Hunt/World_Class_Track_Meet,Platform,True
Super Mario Bros./Tetris/Nintendo World Cup,"Nintendo, Technōs Japan",Unreleased,Nintendo,Unreleased,1991,,https://en.wikipedia.org/wiki/Super_Mario_Bros./Tetris/Nintendo_World_Cup,,False
Super Mario Bros. 2,Nintendo Research & Development 4,Nintendo,Nintendo,1988,1989,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Super_Mario_Bros_2.jpg/220px-Super_Mario_Bros_2.jpg,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,Platform,False
Super Mario Bros. 3,Nintendo Research & Development 4,Nintendo,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Super_Mario_Bros._3_coverart.png/220px-Super_Mario_Bros._3_coverart.png,https://en.wikipedia.org/wiki/Super_Mario_Bros._3,Platform,True
Super Pitfall,Micronics,Activision,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Superpitfall.JPG/220px-Superpitfall.JPG,https://en.wikipedia.org/wiki/Super_Pitfall,Platformer,True
Super Spike V'Ball,Technōs Japan,Nintendo,Nintendo,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Vball_game_flyer.png/220px-Vball_game_flyer.png,https://en.wikipedia.org/wiki/Super_Spike_V%27Ball,Sports,True
Super Spike V'Ball/Nintendo World Cup,"Nintendo, Technōs Japan",Nintendo,Unreleased,1990,Unreleased,,https://en.wikipedia.org/wiki/Super_Spike_V%27Ball/Nintendo_World_Cup,,False
