title,wiki_link,developer,publisher_na,publisher_eu,release_na,release_eu,img,genre,mode
Greg Norman's Golf Power,https://en.wikipedia.org/wiki/Greg_Norman%27s_Golf_Power,Gremlin Interactive,Virgin Interactive,Unreleased,July 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/GregNormansGolfPowerBoxShotNES.jpg/220px-GregNormansGolfPowerBoxShotNES.jpg,Traditional golf simulation,"Single-player, multiplayer (2–4 players), match play, stroke play, hole design"
Gremlins 2: The New Batch,https://en.wikipedia.org/wiki/Gremlins_2:_The_New_Batch_(video_game),Sunsoft,Sunsoft,Sunsoft,October 1990,"February 21, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Gremlins2nes.PNG/250px-Gremlins2nes.PNG,Platform game,Single-player
The Guardian Legend,https://en.wikipedia.org/wiki/The_Guardian_Legend,Compile,Brøderbund,Nintendo,April 1989,"February 20, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/TGL_Box.jpg/220px-TGL_Box.jpg,"Action-adventure, scrolling shooter",Single-player
Guerrilla War,https://en.wikipedia.org/wiki/Guerrilla_War_(video_game),SNK,SNK,SNK,June 1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Guerrilla_War_Cover.png/252px-Guerrilla_War_Cover.png,Run and gun,"Single-player, cooperative"
Gumshoe,https://en.wikipedia.org/wiki/Gumshoe_(video_game),Nintendo Research & Development 1,Nintendo,Nintendo,August 1986,May 1988,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Gumshoebox.jpg/220px-Gumshoebox.jpg,"Platform, shooter",Single-player
Gun-Nac,https://en.wikipedia.org/wiki/Gun-Nac,Compile,ASCII,Unreleased,September 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/d/d6/Gun_Nac_Cover.jpg,"Vertical-scroller,Shoot 'em up",Single-player
Gun.Smoke,https://en.wikipedia.org/wiki/Gun.Smoke,Capcom,Capcom,Capcom,February 1988,"February 23, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Gunsmoke_game_flyer.png/220px-Gunsmoke_game_flyer.png,Run-and-gun shooter  Western,"Up to two players, simultaneously"
Gyromite,https://en.wikipedia.org/wiki/Gyromite,Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985","September 1, 1986",,,
Gyruss,https://en.wikipedia.org/wiki/Gyruss,Konami,Ultra Games,Unreleased,February 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Gyruss_arcadeflyer.png/220px-Gyruss_arcadeflyer.png,Shoot 'em up,"Single-player, multiplayer"
Hammerin' Harry,https://en.wikipedia.org/wiki/Hammerin%27_Harry,Tamtex,Unreleased,Irem,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/HammerinHarry_arcadeflyer.png/250px-HammerinHarry_arcadeflyer.png,Platform,
Harlem Globetrotters,https://en.wikipedia.org/wiki/Harlem_Globetrotters_(video_game),Softie,GameTek,Unreleased,March 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Harlem_Globetrotters_cover.jpg/220px-Harlem_Globetrotters_cover.jpg,Sports,Single-player  Multiplayer
Hatris,https://en.wikipedia.org/wiki/Hatris,Bullet-Proof Software,Bullet-Proof Software,Unreleased,April 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Hatris_cover.png/220px-Hatris_cover.png,Puzzle,Single-player
Heavy Barrel,https://en.wikipedia.org/wiki/Heavy_Barrel,Data East,Data East,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Heavy_barrel_arcadeflyer.png/250px-Heavy_barrel_arcadeflyer.png,Run and gun,"Single player, Cooperative"
Heavy Shreddin' (NA)Snowboard Challenge (EU),https://en.wikipedia.org/wiki/Heavy_Shreddin%27,Imagineering,Parker Brothers,Activision,June 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Heavy_shreddin_cover_NES.jpg/250px-Heavy_shreddin_cover_NES.jpg,Snowboarding,Single-player
High Speed,https://en.wikipedia.org/wiki/High_Speed_(video_game),Rare,Tradewest,Tradewest,July 1991,"April 28, 1994",https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/High_Speed_box_art.jpg/220px-High_Speed_box_art.jpg,Simulation (pinball),Single-player
Hogan's Alley,https://en.wikipedia.org/wiki/Hogan%27s_Alley_(video_game),"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,"October 18, 1985","December 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Hogan%27s_Alley_Cover.jpg/220px-Hogan%27s_Alley_Cover.jpg,Light gun shooter,Single Player
Hollywood Squares,https://en.wikipedia.org/wiki/Hollywood_Squares_(video_game),Rare,GameTek,Unreleased,September 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Hollywood_Squares_%28NES_video_game%29_boaxart.jpg/220px-Hollywood_Squares_%28NES_video_game%29_boaxart.jpg,Puzzle,Single-player; multiplayer (up to 2 players)
Home Alone,https://en.wikipedia.org/wiki/Home_Alone_(video_game),Bethesda Softworks,THQ,Unreleased,October 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/HomeAlone1game.jpg/220px-HomeAlone1game.jpg,Action,Single-player
Home Alone 2: Lost in New York,https://en.wikipedia.org/wiki/Home_Alone_2:_Lost_in_New_York_(video_game),Imagineering,THQ,THQ,October 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/HomeAlone2LINY.jpg/220px-HomeAlone2LINY.jpg,Action,Single-player
Hook,https://en.wikipedia.org/wiki/Hook_(video_game),Painting by Numbers,Sony Imagesoft,Ocean Software,April 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Hook_game_cover_art.jpg/220px-Hook_game_cover_art.jpg,Beat 'em up ,Single-player 
Hoops,https://en.wikipedia.org/wiki/Hoops_(1988_video_game),Aicom,Jaleco,Jaleco,June 1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Hoops_Cover.jpg/220px-Hoops_Cover.jpg,Half-court basketball[3],Single-player  Multiplayer (up to 2 players)
Hudson Hawk,https://en.wikipedia.org/wiki/Hudson_Hawk_(video_game),Special FX,Sony Imagesoft,Ocean Software,February 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Hudson_Hawk_-_cover_art_%28NES%29.jpg/220px-Hudson_Hawk_-_cover_art_%28NES%29.jpg,Platform game,Single-player
The Hunt for Red October,https://en.wikipedia.org/wiki/The_Hunt_for_Red_October_(console_game),Beam Software,Hi Tech Expressions,Hi Tech Expressions,January 1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/The_Hunt_for_Red_October_cover.jpg/220px-The_Hunt_for_Red_October_cover.jpg,Side scroller,Single-player
Hydlide,https://en.wikipedia.org/wiki/Hydlide,T&E Soft,FCI,Unreleased,June 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Hydlide_Cover.jpg/220px-Hydlide_Cover.jpg,Action role-playing,Single-player
Ice Climber,https://en.wikipedia.org/wiki/Ice_Climber,Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985","September 1, 1986",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/IceClimberboxartnes.jpg/220px-IceClimberboxartnes.jpg,Platform,"Single-player, multiplayer"
Ice Hockey,https://en.wikipedia.org/wiki/Ice_Hockey_(1988_video_game),Nintendo Research & Development 2,Nintendo,Nintendo,March 1988,"April 15, 1988",https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Icehockeyvideogame.jpg/220px-Icehockeyvideogame.jpg,Sports,"Single-player, multiplayer"
Ikari Warriors,https://en.wikipedia.org/wiki/Ikari_Warriors,Micronics,SNK,SNK,May 1987,"August 10, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Ikari_flyer.png/220px-Ikari_flyer.png,Run-and-gun shooter,"Single-player, multiplayer"
Ikari Warriors II: Victory Road,https://en.wikipedia.org/wiki/Ikari_Warriors_II:_Victory_Road,Micronics,SNK,Unreleased,April 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Victory_Road.png/220px-Victory_Road.png,Run-and-gun shooter,Up to two players simultaneously
Ikari III: The Rescue,https://en.wikipedia.org/wiki/Ikari_III:_The_Rescue,SNK,SNK,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Ikari_III.png/220px-Ikari_III.png,Run and gun,Up to 2 players simultaneously
Image Fight,https://en.wikipedia.org/wiki/Image_Fight,Lenar,Irem,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/ImageFight_arcadeflyer.png/220px-ImageFight_arcadeflyer.png,Scrolling shooter,Single-player
The Immortal,https://en.wikipedia.org/wiki/The_Immortal_(video_game),Sandcastle,Electronic Arts,Unreleased,November 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/The_Immortal_cover_Apple_IIGS.jpg/220px-The_Immortal_cover_Apple_IIGS.jpg,Action-adventure,Single-player
The Incredible Crash Dummies,https://en.wikipedia.org/wiki/The_Incredible_Crash_Dummies_(video_game),Software Creations,LJN,LJN,August 1994,"October 21, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Incredible_Crash_Dummies_cover.jpg/220px-The_Incredible_Crash_Dummies_cover.jpg,Action,"Single-player, multiplayer"
Indiana Jones and the Last Crusade,https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Last_Crusade_(1991_video_game),Software Creations,Taito,Unreleased,March 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Indiana_Jones_and_the_Last_Crusade_%281991%29_Coverart.png/220px-Indiana_Jones_and_the_Last_Crusade_%281991%29_Coverart.png,Action,Single-player
Indiana Jones and the Last Crusade (NA)Indy: Indiana Jones and the Last Crusade (EU),https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Last_Crusade:_The_Action_Game,NMS Software,Ubisoft,Ubisoft,December 1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Ijatlcts.png/220px-Ijatlcts.png,Action-adventure,Single-player
Indiana Jones and the Temple of Doom[b],https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Temple_of_Doom_(1988_video_game),Tengen,Mindscape,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/TempleofDoomTengenCover.jpg/220px-TempleofDoomTengenCover.jpg,Action,Single-player
Infiltrator,https://en.wikipedia.org/wiki/Infiltrator_(video_game),Eastridge Technology,Mindscape,Unreleased,January 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Infiltrator_Coverart.png/220px-Infiltrator_Coverart.png,Action,Single-player
International Cricket,https://en.wikipedia.org/wiki/International_Cricket,Beam Software,Unreleased,Laser Beam Entertainment,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/InternationalCricketAUBoxShotNES.jpg/220px-InternationalCricketAUBoxShotNES.jpg,Sports (cricket),Single-player  Multiplayer (up to two players)
Iron Tank: The Invasion of Normandy,https://en.wikipedia.org/wiki/Iron_Tank,SNK,SNK,SNK,July 1988,1988,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Iron_tank_cover_nes.jpg/220px-Iron_tank_cover_nes.jpg,Shooting,Single-player
Ironsword: Wizards & Warriors II,https://en.wikipedia.org/wiki/Ironsword:_Wizards_%26_Warriors_II,Zippo Games,Acclaim Entertainment,Acclaim Entertainment,December 1989,"March 27, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Ironsword_cover.png/220px-Ironsword_cover.png,Platform,Single-player
Isolated Warrior,https://en.wikipedia.org/wiki/Isolated_Warrior,KID,NTVIC,Nintendo,February 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Isolated_Warrior_Cover.png/220px-Isolated_Warrior_Cover.png,"Action, scrolling shooter",Single-player
Ivan 'Ironman' Stewart's Super Off Road,https://en.wikipedia.org/wiki/Ivan_%27Ironman%27_Stewart%27s_Super_Off_Road,Rare,Tradewest,Nintendo,April 1990,"March 14, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Super_Off_Road_Racer_ZX_Spectrum_Inlay.jpg/220px-Super_Off_Road_Racer_ZX_Spectrum_Inlay.jpg,Racing,"Single-player, Multiplayer"
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,https://en.wikipedia.org/wiki/Jack_Nicklaus%27_Greatest_18_Holes_of_Major_Championship_Golf,Sculptured Software,Konami,Konami,March 1990,"June 27, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Jack_Nicklaus%27_Greatest_18_Holes_of_Major_Championship_Golf.jpg/220px-Jack_Nicklaus%27_Greatest_18_Holes_of_Major_Championship_Golf.jpg,Sports game (golf),"Single-player, multiplayer"
Jackal,https://en.wikipedia.org/wiki/Jackal_(video_game),Konami,Konami,Unreleased,September 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Jackal_game_flyer.png/220px-Jackal_game_flyer.png,Run-and-gun,"Single-player, multiplayer"
Jackie Chan's Action Kung Fu,https://en.wikipedia.org/wiki/Jackie_Chan%27s_Action_Kung_Fu,Now Production,Hudson Soft,Hudson Soft,December 1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Jackie_Chan%27s_Action_Kung_Fu_Coverart.png/220px-Jackie_Chan%27s_Action_Kung_Fu_Coverart.png,Platformer,Single-player
James Bond Jr.,https://en.wikipedia.org/wiki/James_Bond_Jr.#Video_game,Eurocom,THQ,THQ,November 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/JamesBondJrTitleCard.jpg/250px-JamesBondJrTitleCard.jpg,,
Jaws,https://en.wikipedia.org/wiki/Jaws_(video_game),Escape/Westone,LJN,Unreleased,November 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Jaws_%28NES%29.jpg/220px-Jaws_%28NES%29.jpg,Action[1],Single-player
Jeopardy!,https://en.wikipedia.org/wiki/Merchandise_based_on_Jeopardy!#Consoles,Rare,GameTek,Unreleased,September 1988,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Jeopardy%21_logo.png/220px-Jeopardy%21_logo.png,,
Jeopardy! 25th Anniversary Edition,https://en.wikipedia.org/wiki/Merchandise_based_on_Jeopardy!#Consoles,Rare,GameTek,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Jeopardy%21_logo.png/220px-Jeopardy%21_logo.png,,
Jeopardy! Junior Edition,https://en.wikipedia.org/wiki/Merchandise_based_on_Jeopardy!#Consoles,Rare,GameTek,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Jeopardy%21_logo.png/220px-Jeopardy%21_logo.png,,
The Jetsons: Cogswell's Caper!,https://en.wikipedia.org/wiki/The_Jetsons:_Cogswell%27s_Caper!,Natsume,Taito,Taito,December 1992,"August 26, 1993",https://upload.wikimedia.org/wikipedia/en/c/c0/The_Jetsons_Cogswell%27s_Caper.jpg,2D action platformer[1],Single-player[3][4]
Jimmy Connors Tennis,https://en.wikipedia.org/wiki/Jimmy_Connors_Tennis,NMS Software,Ubisoft,Ubisoft,November 1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/JimmyConnorsTennisUSNovember1993NESCoverArtImage.jpg/220px-JimmyConnorsTennisUSNovember1993NESCoverArtImage.jpg,Tennis,"One player, two players"
Joe & Mac (NA)Joe & Mac: Caveman Ninja (EU),https://en.wikipedia.org/wiki/Joe_%26_Mac,Elite Systems,Data East,Elite Systems,December 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Joe_%26_Mac_Coverart.png/220px-Joe_%26_Mac_Coverart.png,Platform,Single-player or Two-player
John Elway's Quarterback,https://en.wikipedia.org/wiki/John_Elway%27s_Quarterback,Rare,Tradewest,Unreleased,March 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/John_Elway%27s_Quarterback_Coverart.png/220px-John_Elway%27s_Quarterback_Coverart.png,Traditional football simulation,Single-player
Jordan vs. Bird: One on One,https://en.wikipedia.org/wiki/Jordan_vs._Bird:_One_on_One,Rare,Milton Bradley Company,Unreleased,August 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Jordan_vs_Bird_-_One_on_One_Coverart.png/220px-Jordan_vs_Bird_-_One_on_One_Coverart.png,Sports (Basketball),
Journey to Silius,https://en.wikipedia.org/wiki/Journey_to_Silius,Sunsoft,Sunsoft,Sunsoft,September 1990,"February 21, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Journey_to_Silius_box.jpg/220px-Journey_to_Silius_box.jpg,Run and gun,Single-player
Joust,https://en.wikipedia.org/wiki/Joust_(video_game),HAL Laboratory,HAL America,Unreleased,October 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Joust_Flyer.png/220px-Joust_Flyer.png,Action,Up to 2 players simultaneously
Jurassic Park,https://en.wikipedia.org/wiki/Jurassic_Park_(NES_video_game),Ocean Software,Ocean Software,Ocean Software,June 1993,"December 28, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Jurassic_Park_box_art_%28NES%29.jpg/220px-Jurassic_Park_box_art_%28NES%29.jpg,Action[5],Single-player
Kabuki: Quantum Fighter,https://en.wikipedia.org/wiki/Kabuki_Quantum_Fighter,Human Entertainment,HAL America,Nintendo,January 1991,"February 20, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Kabuki_Quantum_Fighter.jpg/220px-Kabuki_Quantum_Fighter.jpg,Platform,Single-player
Karate Champ,https://en.wikipedia.org/wiki/Karate_Champ,"Data East, Sakata SAS",Data East,Unreleased,December 1986,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Karate_Champ_flyer.png/220px-Karate_Champ_flyer.png,Fighting,"Single-player, multiplayer"
The Karate Kid,https://en.wikipedia.org/wiki/The_Karate_Kid_(video_game),Atlus,LJN,Unreleased,November 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/KarateKidNEScover.jpg/220px-KarateKidNEScover.jpg,Action[1],1–2 players
Karnov,https://en.wikipedia.org/wiki/Karnov,"Data East, Sakata SAS",Data East,Unreleased,January 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Karnov_game_flyer.png/220px-Karnov_game_flyer.png,Platform,"Up to 2 players, alternating turns"
Kick Master,https://en.wikipedia.org/wiki/Kick_Master,KID,Taito,Unreleased,January 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Nintendo_Entertainment_System_Kick_Master_cover_art.jpg/220px-Nintendo_Entertainment_System_Kick_Master_cover_art.jpg,"Action, platform",Single-player
Kick Off,https://en.wikipedia.org/wiki/Kick_Off_(series),Enigma Variations,Unreleased,Imagineer,Unreleased,"July 22, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Kick_Off_Amstrad_cover.jpg/220px-Kick_Off_Amstrad_cover.jpg,Sports,"Single-player, multiplayer (up to 4 players)"
Kickle Cubicle,https://en.wikipedia.org/wiki/Kickle_Cubicle,Irem,Irem,Irem,September 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Kickle_Cubicle_cover.jpg/252px-Kickle_Cubicle_cover.jpg,Puzzle,Single-player
Kid Icarus,https://en.wikipedia.org/wiki/Kid_Icarus,"Nintendo Research & Development 1, TOSE",Nintendo,Nintendo,"July 1, 1987","February 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Kid_Icarus_NES_box_art.png/220px-Kid_Icarus_NES_box_art.png,Platform,Single-player
Kid Klown in Night Mayor World,https://en.wikipedia.org/wiki/Kid_Klown_in_Night_Mayor_World,Kemco,Kemco,Unreleased,April 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Kid_Klown_in_Night_Mayor_World_Coverart.png/220px-Kid_Klown_in_Night_Mayor_World_Coverart.png,Platformer,Single-player
Kid Kool,https://en.wikipedia.org/wiki/Kid_Kool,Vic Tokai,Vic Tokai,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Kid_Kool_Coverart.png/220px-Kid_Kool_Coverart.png,Platform,Single-player
Kid Niki: Radical Ninja,https://en.wikipedia.org/wiki/Kid_Niki:_Radical_Ninja,TOSE,Data East,Unreleased,November 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/KaiketsuYanchamaru_arcadeflyer.png/220px-KaiketsuYanchamaru_arcadeflyer.png,Platform,"Single-player, multiplayer"
King's Knight,https://en.wikipedia.org/wiki/King%27s_Knight,"Square, Workss",Square,Unreleased,September 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/King%27s_Knight_Screenshot1.jpg/220px-King%27s_Knight_Screenshot1.jpg,"Action role-playing, scrolling shooter","Single-player, multiplayer"
King's Quest V: Absence Makes the Heart Go Yonder!,https://en.wikipedia.org/wiki/King%27s_Quest_V:_Absence_Makes_the_Heart_Go_Yonder!,Novotrade International,Konami,Unreleased,June 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/King%27s_Quest_V_-_Absence_Makes_the_Heart_Go_Yonder%21_Coverart.jpg/220px-King%27s_Quest_V_-_Absence_Makes_the_Heart_Go_Yonder%21_Coverart.jpg,Adventure,Single player
Kings of the Beach,https://en.wikipedia.org/wiki/Kings_of_the_Beach,Konami,Ultra Games,Unreleased,January 1990,Unreleased,,Sports (beach volleyball),Single-player
